xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.03,-0.54,0.88,3.11,-2.08,-23.56,48.43,22.85,-5.66
-0.01,-0.54,0.88,3.11,-2.08,-23.56,48.43,22.85,-5.66
-0.00,-0.52,0.87,2.20,1.65,-26.25,48.43,22.85,-5.66
-0.00,-0.52,0.87,2.20,1.65,-26.25,48.43,22.85,-5.66
-0.03,-0.72,1.07,-22.52,-20.69,0.37,48.41,24.12,-5.21
-0.03,-0.72,1.07,-22.52,-20.69,0.37,47.61,25.00,-5.40
-0.09,-0.61,1.07,-13.61,-9.40,9.77,47.61,25.00,-5.40
-0.09,-0.61,1.07,-4.15,8.67,14.71,47.61,25.00,-5.40
-0.08,-0.54,0.95,-4.15,8.67,14.71,47.61,25.00,-5.40
-0.03,-0.49,0.76,0.12,25.88,12.63,47.61,25.00,-5.40
-0.03,-0.49,0.76,0.12,25.88,12.63,47.61,25.00,-5.40
-0.00,-0.48,0.66,-12.45,30.27,5.31,47.61,25.00,-5.40
-0.00,-0.48,0.66,-12.45,30.27,5.31,47.61,25.00,-5.40
-0.02,-0.45,0.85,-18.92,-3.72,30.09,42.42,26.81,-6.35
-0.02,-0.45,0.85,-18.92,-3.72,30.09,42.42,26.81,-6.35
-0.04,-0.41,0.76,-8.24,0.92,22.58,42.42,26.81,-6.35
-0.04,-0.41,0.76,-8.24,0.92,6.96,42.42,26.81,-6.35
-0.04,-0.40,0.67,5.19,1.40,14.40,42.42,26.81,-6.35
-0.01,-0.44,0.58,18.01,-4.58,7.32,42.42,26.81,-6.35
-0.00,-0.44,0.58,18.01,-4.58,7.32,39.65,27.10,-7.84
-0.01,-0.35,1.05,6.53,-45.84,-39.31,39.65,27.10,-7.84
-0.01,-0.35,1.05,6.53,-45.84,-39.31,39.65,27.10,-7.84
-0.05,-0.48,1.06,2.20,-34.91,-53.04,39.15,28.26,-11.08
-0.05,-0.48,1.06,2.20,-18.62,-57.98,39.15,28.26,-11.08
-0.05,-0.68,0.97,2.32,-18.62,-57.98,39.15,28.26,-11.08
-0.00,-0.77,0.89,5.68,-7.14,-46.02,39.15,28.26,-11.08
-0.00,-0.77,0.89,5.68,-7.14,-46.02,39.15,28.26,-11.08
-0.02,-0.37,0.81,15.38,3.23,-4.70,37.21,29.98,-11.90
-0.02,-0.37,0.81,15.38,3.23,-4.70,37.21,29.98,-11.90
-0.02,-0.39,0.78,-2.26,4.94,-16.36,37.21,29.98,-11.90
-0.02,-0.39,0.78,-21.30,4.09,-27.10,37.21,29.98,-11.90
-0.02,-0.47,0.73,-21.30,4.09,-27.10,37.21,29.98,-11.90
-0.01,-0.53,0.75,-37.11,-0.98,-30.88,37.21,29.98,-11.90
-0.01,-0.53,0.75,-37.11,-0.98,-30.88,37.21,29.98,-11.90
-0.01,-0.60,0.73,-40.47,-5.55,-31.01,37.21,29.98,-11.90
-0.01,-0.60,0.73,-40.47,-5.55,-31.01,37.21,29.98,-11.90
-0.00,-0.57,0.92,-3.11,-22.34,-15.26,36.12,31.75,-13.37
-0.00,-0.57,0.92,-3.11,-22.34,-15.26,36.12,31.75,-13.37
-0.03,-0.55,0.86,14.04,-17.21,-14.10,36.12,31.75,-13.37
-0.03,-0.55,0.86,14.04,-17.21,-11.17,36.12,31.75,-13.37
-0.07,-0.49,0.80,31.37,-17.03,-11.17,36.12,31.75,-13.37
-0.09,-0.41,0.74,48.58,-19.78,-8.79,36.12,31.75,-13.37
-0.09,-0.41,0.74,48.58,-19.78,-8.79,36.12,31.75,-13.37
-0.07,-0.37,0.64,58.84,-22.22,-13.24,35.30,33.13,-14.71
-0.07,-0.37,0.64,58.84,-22.22,-13.24,35.30,33.13,-14.71
-0.04,-0.39,0.57,45.41,-31.13,-23.19,35.30,33.13,-14.71
-0.04,-0.39,0.57,16.48,-45.10,-34.97,35.30,33.13,-14.71
-0.07,-0.45,0.59,16.48,-45.10,-34.97,35.30,33.13,-14.71
-0.11,-0.51,0.73,-6.96,-58.78,-42.60,35.30,33.13,-14.71
-0.11,-0.51,0.73,-6.96,-58.78,-42.60,35.30,33.13,-14.71
-0.11,-0.55,0.70,21.73,-67.32,-44.49,35.30,33.13,-14.71
-0.11,-0.55,0.70,21.73,-67.32,-44.49,35.30,33.13,-14.71
-0.15,-0.58,0.78,50.96,-74.95,-41.87,35.30,33.13,-14.71
-0.15,-0.58,0.78,54.14,-77.76,-36.32,35.50,34.69,-16.98
-0.14,-0.48,0.85,54.14,-77.76,-36.32,35.50,34.69,-16.98
-0.16,-0.42,0.88,55.36,-73.73,-39.79,35.50,34.69,-16.98
-0.16,-0.42,0.88,55.36,-73.73,-39.79,35.50,34.69,-16.98
-0.15,-0.50,0.86,52.61,-66.59,-52.43,35.50,34.69,-16.98
-0.15,-0.50,0.86,52.61,-66.59,-63.17,35.50,34.69,-16.98
-0.13,-0.59,0.88,43.76,-62.01,-63.17,35.50,34.69,-16.98
-0.14,-0.55,0.97,36.25,-57.80,-70.62,35.50,34.69,-16.98
-0.14,-0.55,0.97,36.25,-57.80,-70.62,35.50,34.69,-16.98
-0.21,-0.64,0.94,42.18,-47.00,-81.85,35.50,34.69,-16.98
-0.21,-0.64,0.94,42.18,-47.00,-81.85,35.16,37.12,-19.56
-0.24,-0.78,0.89,48.22,-38.15,-86.67,35.16,37.12,-19.56
-0.24,-0.78,0.87,59.57,-32.35,-75.44,35.16,37.12,-19.56
-0.23,-0.79,0.87,59.57,-32.35,-75.44,35.16,37.12,-19.56
-0.20,-0.77,0.88,68.48,-23.93,-60.91,35.16,37.12,-19.56
-0.20,-0.77,0.88,68.48,-23.93,-60.91,35.16,37.12,-19.56
-0.21,-0.82,0.83,69.58,-12.51,-49.44,35.16,37.12,-19.56
-0.21,-0.82,0.83,69.58,-2.14,-35.83,35.16,37.12,-19.56
-0.22,-0.83,0.71,68.66,-2.14,-35.83,35.16,37.12,-19.56
-0.21,-0.82,0.62,62.74,0.79,-21.30,35.16,37.12,-19.56
-0.21,-0.82,0.62,62.74,0.79,-21.30,33.83,39.51,-19.89
-0.20,-0.82,0.58,50.29,-4.21,-10.74,33.83,39.51,-19.89
-0.20,-0.82,0.58,50.29,-4.21,-10.74,33.83,39.51,-19.89
-0.27,-0.82,0.65,33.57,-14.16,-2.56,33.83,39.51,-19.89
-0.27,-0.82,0.65,26.00,-21.12,5.55,33.83,39.51,-19.89
-0.27,-0.75,0.67,26.00,-21.12,5.55,33.83,39.51,-19.89
-0.19,-0.60,0.75,18.86,-26.49,14.65,33.83,39.51,-19.89
-0.19,-0.60,0.75,18.86,-26.49,14.65,33.83,39.51,-19.89
-0.24,-0.52,0.87,4.52,-32.29,15.32,33.83,39.51,-19.89
-0.24,-0.52,0.87,4.52,-32.29,15.32,33.83,39.51,-19.89
-0.22,-0.53,0.84,2.14,-28.02,7.20,33.03,39.11,-20.59
-0.22,-0.61,0.77,0.49,-22.03,-0.12,33.03,39.11,-20.59
-0.22,-0.61,0.77,0.49,-22.03,-0.12,33.03,39.11,-20.59
-0.22,-0.67,0.72,-5.92,-20.94,-2.32,33.03,39.11,-20.59
-0.22,-0.67,0.72,-5.92,-20.94,-2.32,33.03,39.11,-20.59
-0.22,-0.70,0.70,-12.51,-22.22,-0.85,33.03,39.11,-20.59
-0.22,-0.70,0.70,-12.51,-25.15,2.62,33.03,39.11,-20.59
-0.23,-0.70,0.71,-18.43,-25.15,2.62,33.03,39.11,-20.59
-0.24,-0.68,0.71,-23.19,-27.22,6.53,33.03,39.11,-20.59
-0.24,-0.68,0.71,-23.19,-27.22,6.53,33.03,39.11,-20.59
-0.26,-0.64,0.74,-26.55,-27.83,11.23,33.03,39.11,-20.59
-0.26,-0.64,0.74,-26.55,-27.83,11.23,31.37,39.17,-22.91
-0.26,-0.59,0.80,-33.14,-27.65,15.32,31.37,39.17,-22.91
-0.26,-0.59,0.80,-36.38,-24.78,17.03,31.37,39.17,-22.91
-0.27,-0.53,0.82,-36.38,-24.78,17.03,31.37,39.17,-22.91
-0.28,-0.47,0.81,-30.33,-17.40,15.08,31.37,39.17,-22.91
-0.28,-0.47,0.81,-30.33,-17.40,15.08,31.37,39.17,-22.91
-0.28,-0.42,0.76,-23.01,-10.50,8.30,31.37,39.17,-22.91
-0.28,-0.42,0.76,-23.01,-10.50,8.30,31.37,39.17,-22.91
-0.27,-0.42,0.73,-18.68,-7.51,-2.01,31.37,39.17,-22.91
-0.27,-0.45,0.72,-16.91,-7.63,-13.98,31.37,39.17,-22.91
-0.27,-0.46,0.72,-16.91,-7.63,-13.98,31.12,39.54,-22.92
-0.28,-0.52,0.73,-16.97,-9.58,-24.78,31.12,39.54,-22.92
-0.28,-0.52,0.73,-16.97,-9.58,-24.78,31.12,39.54,-22.92
-0.28,-0.63,0.78,-18.13,-12.08,-32.78,31.12,39.54,-22.92
-0.28,-0.63,0.78,-18.13,-12.08,-34.48,31.12,39.54,-22.92
-0.29,-0.74,0.83,-20.75,-12.39,-34.48,31.12,39.54,-22.92
-0.27,-0.79,0.84,-13.00,-7.32,-27.53,31.12,39.54,-22.92
-0.27,-0.79,0.84,-13.00,-7.32,-27.53,31.12,39.54,-22.92
-0.28,-0.77,0.86,-4.82,-0.85,-16.85,31.12,39.54,-22.92
-0.28,-0.77,0.86,-4.82,-0.85,-16.85,31.12,39.54,-22.92
-0.29,-0.73,0.88,-2.08,6.90,-8.73,30.00,40.41,-23.69
-0.29,-0.73,0.88,-0.49,15.69,-4.88,30.00,40.41,-23.69
-0.25,-0.71,0.88,-0.49,15.69,-4.88,30.00,40.41,-23.69
-0.23,-0.76,0.86,-0.43,23.07,-4.58,30.00,40.41,-23.69
-0.23,-0.76,0.86,-0.43,23.07,-4.58,30.00,40.41,-23.69
-0.24,-0.81,0.87,-3.11,26.92,-2.20,30.00,40.41,-23.69
-0.24,-0.81,0.87,-3.11,26.92,-2.20,30.00,40.41,-23.69
