xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.42,-0.83,0.85,-1.16,5.62,-9.28,35.50,49.96,-16.78
-0.02,-0.63,0.63,17.82,12.51,-10.93,34.95,50.60,-16.71
-0.02,-0.63,0.63,17.82,12.51,-10.93,34.95,50.60,-16.71
-0.09,-0.82,0.73,-18.43,-27.59,0.00,34.95,50.60,-16.71
-0.09,-0.82,0.73,-18.43,-27.59,0.00,34.95,50.60,-16.71
-0.07,-0.40,0.85,-13.18,-16.54,-24.41,36.01,47.64,-19.92
-0.32,-0.47,0.61,-21.55,-13.73,-42.72,35.58,47.58,-19.98
-0.32,-0.47,0.61,-21.55,-13.73,-42.72,35.58,47.58,-19.98
-0.02,-0.78,0.73,-48.71,-63.35,-17.21,34.34,47.90,-20.85
-0.02,-0.78,0.73,-48.71,-63.35,-17.21,34.34,47.90,-20.85
-0.11,-0.77,0.68,-58.47,-74.16,-10.38,34.34,47.90,-20.85
-0.12,-0.75,0.72,-65.19,-78.43,1.16,34.34,47.90,-20.85
-0.12,-0.75,0.72,-65.19,-78.43,1.16,34.34,47.90,-20.85
-0.09,-0.65,0.77,-66.96,-82.76,16.78,34.34,47.90,-20.85
-0.09,-0.65,0.77,-66.96,-82.76,16.78,33.29,47.29,-24.22
-0.02,-0.55,0.77,-57.74,-85.08,34.79,33.29,47.29,-24.22
-0.02,-0.55,0.77,-49.01,-85.51,47.36,33.29,47.29,-24.22
-0.01,-0.33,0.96,-45.78,-88.68,51.33,33.29,47.29,-24.22
-0.01,-0.33,0.96,-45.78,-88.68,51.33,33.29,47.29,-24.22
-0.09,-0.30,1.02,-54.32,-91.67,42.30,33.29,47.29,-24.22
-0.09,-0.30,1.02,-54.32,-90.45,22.16,33.29,47.29,-24.22
-0.13,-0.32,0.88,-56.76,-90.45,22.16,33.29,47.29,-24.22
-0.54,-0.57,0.75,-72.02,-87.71,-0.43,33.29,47.29,-24.22
-0.54,-0.57,0.75,-72.02,-87.71,-0.43,31.77,45.89,-28.38
-0.44,-0.53,0.76,-77.21,-88.87,0.43,31.77,45.89,-28.38
-0.44,-0.53,0.76,-77.21,-88.87,0.43,31.77,45.89,-28.38
-0.35,-0.56,0.78,-63.42,-86.55,4.27,31.77,45.89,-28.38
-0.39,-0.61,0.75,-36.25,-68.48,8.54,31.77,45.89,-28.38
-0.39,-0.61,0.75,-36.25,-68.48,8.54,31.77,45.89,-28.38
-0.37,-0.54,0.84,-18.92,-58.04,25.09,31.77,45.89,-28.38
-0.37,-0.54,0.84,-18.92,-58.04,25.09,31.77,45.89,-28.38
-0.25,-0.41,0.85,-6.41,-56.95,39.73,31.77,45.89,-28.38
-0.25,-0.41,0.91,-23.93,-62.38,36.50,31.77,45.89,-28.38
-0.22,-0.38,0.93,-23.93,-62.38,36.50,30.52,44.47,-29.57
-0.19,-0.34,0.91,-53.28,-77.21,26.25,30.52,44.47,-29.57
-0.19,-0.34,0.91,-53.28,-77.21,26.25,30.52,44.47,-29.57
-0.20,-0.31,0.94,-73.36,-86.98,18.62,30.52,44.47,-29.57
-0.20,-0.31,0.94,-82.28,-89.48,10.44,30.52,44.47,-29.57
-0.27,-0.31,0.95,-82.28,-89.48,10.44,30.52,44.47,-29.57
-0.28,-0.29,0.95,-77.88,-90.03,3.42,30.52,44.47,-29.57
-0.28,-0.29,0.95,-77.88,-90.03,3.42,30.52,44.47,-29.57
-0.32,-0.27,0.93,-70.56,-83.98,-1.22,30.52,44.47,-29.57
-0.32,-0.27,0.93,-70.56,-83.98,-1.22,30.52,44.47,-29.57
-0.33,-0.24,0.91,-56.52,-76.72,-3.42,29.39,42.92,-33.64
-0.36,-0.23,0.94,-50.05,-70.37,-4.88,29.39,42.92,-33.64
-0.37,-0.23,0.94,-50.05,-70.37,-4.88,29.39,42.92,-33.64
-0.46,-0.21,0.87,-46.81,-63.78,-5.25,29.39,42.92,-33.64
-0.46,-0.21,0.87,-46.81,-63.78,-5.25,29.39,42.92,-33.64
-0.51,-0.19,0.89,-43.27,-64.27,-5.00,29.39,42.92,-33.64
-0.51,-0.19,0.89,-49.62,-68.12,-9.03,29.39,42.92,-33.64
-0.50,-0.20,0.92,-49.62,-68.12,-9.03,29.39,42.92,-33.64
-0.39,-0.19,0.98,-54.87,-71.41,-12.33,29.39,42.92,-33.64
-0.39,-0.19,0.98,-54.87,-71.41,-12.33,29.39,42.92,-33.64
-0.33,-0.19,1.00,-54.26,-69.27,-15.08,27.58,42.37,-37.16
