xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.10,-0.76,0.76,-2.75,2.69,7.51,33.92,47.49,-15.16
-0.41,-0.83,0.42,8.54,10.86,3.97,33.92,47.49,-15.16
-0.42,-0.83,0.42,8.54,10.86,3.97,33.92,47.49,-15.16
-0.10,-0.63,0.70,11.23,-1.46,3.85,34.20,47.46,-17.52
-0.03,-0.74,0.51,14.28,-6.23,-46.51,31.95,49.45,-15.87
-0.07,-0.73,0.45,7.51,-32.59,-56.88,31.95,49.45,-15.87
-0.07,-0.73,0.45,7.51,-32.59,-56.88,31.95,49.45,-15.87
-0.08,-0.70,0.40,-1.34,-69.34,-69.27,31.95,49.45,-15.87
-0.08,-0.70,0.40,-1.34,-69.34,-69.27,31.95,49.45,-15.87
-0.13,-0.74,0.43,-13.37,-109.50,-85.33,31.95,49.45,-15.87
-0.13,-0.74,0.43,-91.55,-119.75,-86.73,31.95,49.45,-15.87
-0.15,-0.87,0.78,20.69,-106.57,-68.18,31.95,49.45,-15.87
-0.15,-0.87,0.78,20.69,-106.57,-68.18,31.95,49.45,-15.87
-0.12,-0.83,0.84,-81.30,-157.90,-88.32,29.22,51.44,-18.20
-0.12,-0.83,0.84,-81.30,-143.55,-79.83,29.22,51.44,-18.20
-0.11,-0.79,0.80,-55.73,-143.55,-79.83,29.22,51.44,-18.20
-0.22,-0.85,0.87,-57.13,-135.99,-78.74,29.22,51.44,-18.20
-0.22,-0.85,0.87,-57.13,-135.99,-78.74,29.22,51.44,-18.20
-0.20,-0.85,0.95,-57.86,-131.41,-71.72,29.22,51.44,-18.20
-0.20,-0.85,0.95,-57.86,-131.41,-71.72,29.22,51.44,-18.20
-0.18,-0.84,1.00,-52.49,-117.74,-59.08,29.22,51.44,-18.20
-0.18,-0.83,1.03,-47.79,-98.08,-46.08,29.22,51.44,-18.20
-0.18,-0.83,1.03,-47.79,-98.08,-46.08,29.22,51.44,-18.20
-0.19,-0.81,1.05,-44.68,-76.84,-31.13,25.95,52.75,-21.06
-0.19,-0.81,1.05,-44.68,-76.84,-31.13,25.95,52.75,-21.06
-0.20,-0.79,1.06,-42.24,-54.87,-16.42,25.95,52.75,-21.06
-0.20,-0.79,1.06,-41.08,-34.30,-2.69,25.95,52.75,-21.06
-0.22,-0.76,1.05,-41.08,-34.30,-2.69,25.95,52.75,-21.06
-0.24,-0.73,1.03,-39.73,-15.32,9.09,25.95,52.75,-21.06
-0.24,-0.73,1.03,-39.73,-15.32,9.09,25.95,52.75,-21.06
-0.25,-0.69,1.02,-40.28,0.43,19.59,25.95,52.75,-21.06
-0.25,-0.69,1.02,-40.28,14.95,26.79,25.95,52.75,-21.06
-0.25,-0.64,0.99,-40.71,14.95,26.79,25.95,52.75,-21.06
-0.23,-0.59,0.96,-42.79,26.37,31.43,25.22,52.42,-22.20
-0.23,-0.59,0.96,-42.79,26.37,31.43,25.22,52.42,-22.20
-0.24,-0.55,0.92,-44.25,36.19,33.63,25.22,52.42,-22.20
-0.24,-0.55,0.92,-44.25,36.19,33.63,25.22,52.42,-22.20
-0.24,-0.52,0.87,-44.13,44.37,33.39,25.22,52.42,-22.20
-0.24,-0.49,0.82,-44.01,50.05,32.41,25.22,52.42,-22.20
-0.24,-0.49,0.82,-44.01,50.05,32.41,25.22,52.42,-22.20
-0.25,-0.46,0.76,-43.09,54.26,30.94,25.22,52.42,-22.20
-0.25,-0.46,0.76,-43.09,54.26,30.94,25.22,52.42,-22.20
-0.25,-0.42,0.70,-41.02,56.21,29.48,25.22,52.42,-22.20
-0.25,-0.42,0.70,-39.31,54.26,27.28,24.93,52.36,-23.57
-0.22,-0.38,0.65,-39.31,54.26,27.28,24.93,52.36,-23.57
-0.19,-0.34,0.63,-38.94,47.79,21.91,24.93,52.36,-23.57
-0.19,-0.34,0.63,-38.94,47.79,21.91,24.93,52.36,-23.57
-0.19,-0.33,0.60,-38.64,39.86,12.45,24.93,52.36,-23.57
-0.19,-0.33,0.60,-38.64,39.86,12.45,24.93,52.36,-23.57
-0.19,-0.33,0.59,-37.96,29.48,2.81,24.93,52.36,-23.57
-0.19,-0.33,0.59,-39.43,18.19,-6.65,24.93,52.36,-23.57
-0.20,-0.34,0.59,-39.43,18.19,-6.65,24.93,52.36,-23.57
-0.19,-0.34,0.59,-38.57,7.32,-14.71,24.93,52.36,-23.57
-0.19,-0.34,0.59,-38.57,7.32,-14.71,24.88,52.38,-24.88
-0.17,-0.35,0.63,-38.82,-4.52,-22.95,24.88,52.38,-24.88
-0.17,-0.35,0.63,-38.09,-14.28,-30.82,24.88,52.38,-24.88
-0.20,-0.38,0.63,-38.09,-14.28,-30.82,24.88,52.38,-24.88
-0.23,-0.40,0.66,-37.78,-24.48,-37.17,24.88,52.38,-24.88
-0.23,-0.40,0.66,-37.78,-24.48,-37.17,24.88,52.38,-24.88
-0.22,-0.40,0.70,-39.12,-35.52,-41.44,24.88,52.38,-24.88
-0.22,-0.40,0.70,-39.12,-35.52,-45.35,24.88,52.38,-24.88
-0.21,-0.40,0.75,-40.04,-44.13,-45.35,24.88,52.38,-24.88
-0.19,-0.40,0.80,-39.55,-49.74,-49.13,24.88,52.38,-24.88
-0.19,-0.40,0.80,-39.55,-49.74,-49.13,22.33,53.08,-28.20
-0.20,-0.41,0.83,-37.11,-50.84,-51.94,22.33,53.08,-28.20
-0.20,-0.41,0.83,-37.11,-50.84,-51.94,22.33,53.08,-28.20
-0.23,-0.43,0.85,-33.57,-49.26,-53.53,22.33,53.08,-28.20
-0.23,-0.44,0.86,-30.46,-47.30,-54.50,22.33,53.08,-28.20
-0.24,-0.44,0.86,-30.46,-47.30,-54.50,22.33,53.08,-28.20
-0.28,-0.46,0.86,-28.81,-45.72,-54.81,22.33,53.08,-28.20
-0.28,-0.46,0.86,-28.81,-45.72,-54.81,22.33,53.08,-28.20
-0.30,-0.46,0.88,-29.72,-46.02,-54.63,22.33,53.08,-28.20
-0.30,-0.46,0.88,-31.43,-47.18,-54.50,22.33,53.08,-28.20
-0.30,-0.44,0.89,-31.43,-47.18,-54.50,20.50,53.69,-30.07
-0.31,-0.44,0.91,-34.00,-47.79,-55.48,20.50,53.69,-30.07
-0.31,-0.44,0.91,-34.00,-47.79,-55.48,20.50,53.69,-30.07
-0.29,-0.42,0.92,-36.38,-48.16,-56.82,20.50,53.69,-30.07
-0.29,-0.42,0.92,-36.38,-48.16,-59.81,20.50,53.69,-30.07
-0.27,-0.42,0.95,-37.66,-47.55,-59.81,20.50,53.69,-30.07
-0.28,-0.43,0.96,-38.27,-44.43,-63.05,20.50,53.69,-30.07
-0.28,-0.43,0.96,-38.27,-44.43,-63.05,20.50,53.69,-30.07
-0.29,-0.45,0.95,-36.87,-40.10,-64.58,20.50,53.69,-30.07
-0.29,-0.45,0.95,-36.87,-40.10,-64.58,20.50,53.69,-30.07
-0.32,-0.46,0.95,-36.50,-36.07,-64.64,16.71,53.61,-31.08
-0.32,-0.47,0.94,-34.97,-31.86,-62.81,16.71,53.61,-31.08
-0.34,-0.47,0.94,-34.97,-31.86,-62.81,16.71,53.61,-31.08
-0.31,-0.46,0.95,-34.67,-29.17,-59.51,16.71,53.61,-31.08
-0.31,-0.46,0.95,-34.67,-29.17,-59.51,16.71,53.61,-31.08
-0.33,-0.47,0.95,-32.96,-24.11,-57.01,16.71,53.61,-31.08
