xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.47,-0.11,0.85,-1.16,3.78,-2.14,7.91,53.30,-40.31
-0.47,-0.10,0.85,-1.46,2.75,-2.14,7.91,53.30,-40.31
-0.47,-0.09,0.86,-0.73,1.65,-0.85,7.91,53.30,-40.31
-0.47,-0.09,0.86,-0.73,1.65,-0.85,7.91,53.30,-40.31
-0.47,-0.07,0.88,-0.06,1.16,-0.61,7.91,53.30,-40.31
-0.47,-0.07,0.88,-0.06,1.16,-0.61,7.91,53.30,-40.31
-0.47,-0.07,0.87,0.55,1.77,-1.65,7.91,53.30,-40.31
-0.47,-0.07,0.87,0.55,2.87,-2.99,7.91,53.30,-40.31
-0.46,-0.08,0.86,0.79,2.87,-2.99,8.18,53.25,-40.44
-0.46,-0.09,0.84,0.61,3.17,-3.66,8.18,53.25,-40.44
-0.46,-0.09,0.84,0.61,3.17,-3.66,8.18,53.25,-40.44
-0.46,-0.10,0.84,-0.06,2.32,-3.66,8.18,53.25,-40.44
-0.46,-0.10,0.84,-0.06,2.32,-3.66,8.18,53.25,-40.44
-0.46,-0.11,0.85,-0.43,1.34,-3.91,8.18,53.25,-40.44
-0.46,-0.11,0.85,-0.85,0.43,-3.78,8.18,53.25,-40.44
-0.47,-0.12,0.86,-0.85,0.43,-3.78,8.18,53.25,-40.44
-0.47,-0.12,0.87,-0.61,0.31,-2.99,8.18,53.25,-40.44
-0.47,-0.12,0.87,-0.61,0.31,-2.99,8.18,53.25,-40.44
-0.47,-0.12,0.87,-0.06,0.61,-1.83,7.60,53.88,-41.20
-0.47,-0.12,0.87,-0.06,0.61,-1.83,7.60,53.88,-41.20
-0.47,-0.10,0.86,0.49,0.92,-1.04,7.60,53.88,-41.20
-0.47,-0.10,0.86,0.49,0.92,-0.98,7.60,53.88,-41.20
-0.47,-0.10,0.85,0.49,0.92,-0.98,7.60,53.88,-41.20
-0.47,-0.10,0.85,0.55,0.37,-1.53,7.60,53.88,-41.20
-0.47,-0.10,0.85,0.55,0.37,-1.53,7.60,53.88,-41.20
-0.47,-0.10,0.86,0.31,-0.73,-1.77,7.60,53.88,-41.20
-0.47,-0.10,0.86,0.31,-0.73,-1.77,7.60,53.88,-41.20
-0.47,-0.11,0.88,0.18,-1.34,-1.53,7.60,53.88,-41.20
-0.47,-0.11,0.88,0.67,-1.04,-1.22,7.35,53.70,-39.58
-0.47,-0.11,0.89,0.67,-1.04,-1.22,7.35,53.70,-39.58
-0.47,-0.11,0.89,0.24,-0.18,-0.85,7.35,53.70,-39.58
-0.47,-0.11,0.89,0.24,-0.18,-0.85,7.35,53.70,-39.58
-0.47,-0.10,0.88,0.98,1.34,-0.55,7.35,53.70,-39.58
-0.47,-0.10,0.88,0.98,1.34,-0.55,7.35,53.70,-39.58
-0.47,-0.09,0.86,0.92,2.50,-0.49,7.35,53.70,-39.58
-0.47,-0.09,0.85,0.61,2.32,-0.79,7.35,53.70,-39.58
-0.47,-0.09,0.85,0.61,2.32,-0.79,7.35,53.70,-39.58
-0.47,-0.10,0.84,0.85,1.77,-1.40,7.35,53.70,-39.58
-0.47,-0.10,0.84,0.85,1.77,-1.40,7.35,53.70,-39.58
-0.47,-0.10,0.84,0.79,0.61,-1.40,7.64,53.28,-40.08
-0.47,-0.10,0.84,0.79,0.61,-1.40,7.64,53.28,-40.08
-0.47,-0.09,0.86,0.43,-1.04,-0.61,7.64,53.28,-40.08
-0.47,-0.09,0.88,0.79,-1.77,-0.31,7.64,53.28,-40.08
-0.47,-0.09,0.88,0.79,-1.77,-0.31,7.64,53.28,-40.08
-0.47,-0.08,0.89,1.16,-1.22,-0.31,7.64,53.28,-40.08
-0.47,-0.08,0.89,1.16,-1.22,-0.31,7.64,53.28,-40.08
-0.47,-0.08,0.89,1.95,-0.24,-0.24,7.64,53.28,-40.08
-0.47,-0.08,0.89,1.95,-0.24,-0.55,7.64,53.28,-40.08
-0.47,-0.07,0.88,2.50,0.73,-0.55,7.64,53.28,-40.08
-0.47,-0.07,0.88,2.56,1.16,-0.92,7.79,53.34,-39.28
-0.47,-0.07,0.88,2.56,1.16,-0.92,7.79,53.34,-39.28
-0.47,-0.07,0.88,1.89,0.61,-1.10,7.79,53.34,-39.28
-0.47,-0.07,0.88,1.89,0.61,-1.10,7.79,53.34,-39.28
-0.47,-0.08,0.88,1.65,0.43,-2.01,7.79,53.34,-39.28
-0.47,-0.08,0.88,1.65,0.31,-2.62,7.79,53.34,-39.28
-0.47,-0.09,0.88,1.40,0.31,-2.62,7.79,53.34,-39.28
