xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.39,-0.40,0.95,-3.36,-0.06,-5.00,-16.63,21.22,-26.05
-0.12,-0.41,1.10,0.98,4.21,-8.79,-16.63,21.22,-26.05
-0.12,-0.41,1.10,0.98,4.21,-8.79,-16.63,21.22,-26.05
-0.04,-0.48,0.92,-7.51,-9.77,-2.32,-16.86,21.26,-25.56
-0.04,-0.48,0.92,-8.18,-13.79,2.69,-16.86,21.26,-25.56
-0.11,-0.47,0.83,-8.18,-13.79,2.69,-16.86,21.26,-25.56
-0.13,-0.50,0.79,-2.62,-20.14,2.44,-16.86,21.26,-25.56
-0.13,-0.50,0.79,-2.62,-20.14,2.44,-16.86,21.26,-25.56
-0.02,-0.51,0.93,-10.01,-46.02,13.67,-17.74,22.29,-25.22
-0.02,-0.44,0.89,-25.82,-54.38,20.94,-17.74,22.29,-25.22
-0.14,-0.47,0.87,-37.29,-59.08,19.96,-17.74,22.29,-25.22
-0.14,-0.47,0.87,-37.29,-59.08,19.96,-17.74,22.29,-25.22
-0.23,-0.51,0.87,-40.71,-58.47,22.22,-17.74,22.29,-25.22
-0.23,-0.51,0.87,-40.71,-54.38,34.24,-17.74,22.29,-25.22
-0.22,-0.44,0.89,-33.20,-54.38,34.24,-20.73,22.03,-24.19
-0.16,-0.33,0.95,-31.80,-55.18,44.49,-20.73,22.03,-24.19
-0.16,-0.33,0.95,-31.80,-55.18,44.49,-20.73,22.03,-24.19
-0.12,-0.24,0.96,-40.10,-64.27,46.08,-20.73,22.03,-24.19
-0.12,-0.24,0.96,-40.10,-64.27,46.08,-20.73,22.03,-24.19
-0.10,-0.18,1.00,-48.77,-71.11,41.38,-20.73,22.03,-24.19
-0.10,-0.18,1.02,-49.99,-73.00,35.64,-20.73,22.03,-24.19
-0.08,-0.14,1.02,-49.99,-73.00,35.64,-20.73,22.03,-24.19
-0.12,-0.12,1.00,-48.95,-73.00,28.14,-20.73,22.03,-24.19
-0.12,-0.12,1.00,-48.95,-73.00,28.14,-20.73,22.03,-24.19
-0.16,-0.13,1.03,-49.50,-75.93,20.02,-20.73,22.64,-22.35
-0.16,-0.13,1.03,-54.81,-83.07,12.08,-24.06,22.64,-22.35
-0.20,-0.11,1.02,-54.81,-83.07,12.08,-24.06,22.64,-22.35
-0.25,-0.10,1.00,-62.74,-92.53,3.91,-24.06,22.64,-22.35
-0.25,-0.10,1.00,-62.74,-92.53,3.91,-24.06,22.64,-22.35
-0.25,-0.08,0.99,-67.20,-98.27,-4.39,-24.06,22.64,-22.35
-0.25,-0.08,0.99,-67.20,-98.27,-12.70,-24.06,22.64,-22.35
-0.25,-0.10,0.97,-67.87,-101.50,-12.70,-24.06,22.64,-22.35
-0.27,-0.12,0.96,-66.10,-101.81,-20.14,-24.06,22.64,-22.35
-0.27,-0.12,0.96,-66.10,-101.81,-20.14,-24.06,22.64,-22.35
-0.28,-0.13,0.97,-63.17,-101.99,-24.17,-27.19,19.60,-18.77
-0.28,-0.13,0.97,-63.17,-101.99,-24.17,-27.53,19.60,-18.77
-0.30,-0.11,0.96,-63.29,-104.49,-27.22,-27.53,19.60,-18.77
-0.30,-0.11,0.95,-62.81,-105.83,-31.07,-27.53,19.60,-18.77
-0.29,-0.11,0.95,-62.81,-105.83,-31.07,-27.53,19.60,-18.77
-0.35,-0.12,0.91,-61.16,-105.29,-35.28,-27.53,19.60,-18.77
-0.35,-0.12,0.91,-61.16,-105.29,-35.28,-27.53,19.60,-18.77
-0.41,-0.14,0.90,-59.81,-104.80,-41.20,-27.53,19.60,-18.77
-0.41,-0.14,0.90,-57.37,-105.83,-42.85,-27.53,19.60,-18.77
-0.38,-0.13,0.92,-57.37,-105.83,-42.85,-27.53,19.60,-18.77
-0.39,-0.14,0.91,-56.76,-105.65,-44.56,-29.50,16.09,-13.85
-0.39,-0.14,0.91,-56.76,-105.65,-44.56,-29.50,16.09,-13.85
-0.41,-0.16,0.93,-56.88,-104.86,-45.53,-29.50,16.09,-13.85
-0.41,-0.16,0.93,-56.88,-104.86,-42.91,-29.50,16.09,-13.85
-0.41,-0.16,0.95,-54.08,-101.81,-42.91,-29.50,16.09,-13.85
-0.44,-0.16,0.96,-51.64,-97.53,-39.18,-29.50,16.09,-13.85
-0.44,-0.16,0.96,-51.64,-97.53,-39.18,-29.50,16.09,-13.85
-0.46,-0.15,0.98,-50.35,-92.53,-34.73,-29.50,16.09,-13.85
-0.46,-0.15,0.98,-50.35,-92.53,-34.73,-29.50,16.09,-13.85
-0.49,-0.14,1.00,-49.80,-86.61,-30.94,-29.50,16.09,-13.85
-0.49,-0.11,1.00,-49.87,-79.41,-29.17,-30.38,13.89,-9.74
-0.48,-0.11,1.00,-49.87,-79.41,-29.17,-30.38,13.89,-9.74
-0.44,-0.08,1.00,-52.86,-73.73,-28.50,-30.38,13.89,-9.74
-0.44,-0.08,1.00,-52.86,-73.73,-28.50,-30.38,13.89,-9.74
-0.48,-0.09,1.00,-54.75,-67.14,-29.42,-30.38,13.89,-9.74
-0.48,-0.09,1.00,-56.64,-60.85,-29.17,-30.38,13.89,-9.74
-0.53,-0.10,1.00,-56.64,-60.85,-29.17,-30.38,13.89,-9.74
-0.53,-0.10,1.00,-56.21,-52.80,-26.25,-30.38,13.89,-9.74
-0.53,-0.10,1.00,-56.21,-52.80,-26.25,-30.38,13.89,-9.74
-0.51,-0.08,0.98,-56.09,-44.37,-22.58,-30.38,13.89,-9.74
-0.51,-0.08,0.98,-56.09,-37.29,-20.69,-31.60,12.89,-6.64
-0.49,-0.06,0.98,-57.92,-37.29,-20.69,-31.60,12.89,-6.64
-0.48,-0.05,0.95,-57.43,-29.91,-18.37,-31.60,12.89,-6.64
-0.48,-0.05,0.95,-57.43,-29.91,-18.37,-31.60,12.89,-6.64
-0.50,-0.05,0.93,-57.50,-23.74,-17.58,-31.60,12.89,-6.64
-0.50,-0.05,0.93,-57.50,-23.74,-17.58,-31.60,12.89,-6.64
-0.50,-0.05,0.90,-58.65,-20.39,-16.05,-31.60,12.89,-6.64
-0.51,-0.05,0.88,-61.28,-19.47,-13.49,-31.60,12.89,-6.64
-0.51,-0.05,0.88,-61.28,-19.47,-13.49,-31.60,12.89,-6.64
