xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.00,-0.42,0.82,3.36,16.78,5.49,39.44,37.61,-22.30
-0.00,-0.42,0.82,3.36,16.78,5.49,39.44,37.61,-22.30
-0.00,-0.69,0.98,-5.98,-1.65,-4.76,39.00,38.42,-21.95
-0.00,-0.69,0.98,-5.98,-1.65,-4.76,39.00,38.42,-21.95
-0.01,-0.62,1.43,-18.86,-90.88,-14.77,37.71,39.88,-24.74
-0.01,-0.62,1.43,-18.86,-90.88,-14.77,37.71,39.88,-24.74
-0.04,-0.51,0.87,68.36,-24.41,-37.78,37.71,39.88,-24.74
-0.04,-0.51,0.87,68.36,-24.41,-37.78,37.71,39.88,-24.74
-0.10,-0.60,0.83,66.47,-18.68,-48.89,37.71,39.88,-24.74
-0.10,-0.60,0.83,66.47,-18.68,-48.89,36.28,42.38,-23.71
-0.11,-0.58,0.82,60.97,-17.33,-53.47,36.28,42.38,-23.71
-0.11,-0.58,0.82,60.97,-18.13,-56.95,36.28,42.38,-23.71
-0.12,-0.64,0.77,60.97,-18.13,-56.95,36.28,42.38,-23.71
-0.09,-0.65,0.78,56.27,-23.99,-56.40,36.28,42.38,-23.71
-0.09,-0.65,0.78,56.27,-23.99,-56.40,36.28,42.38,-23.71
-0.06,-0.64,0.78,46.33,-29.91,-58.17,36.28,42.38,-23.71
-0.06,-0.64,0.78,46.33,-29.91,-58.17,36.28,42.38,-23.71
-0.08,-0.75,0.70,39.79,-33.33,-64.94,36.28,42.38,-23.71
-0.08,-0.75,0.73,31.25,-42.18,-67.14,36.28,42.38,-23.71
-0.09,-0.70,0.73,31.25,-42.18,-67.14,34.18,45.00,-24.24
-0.16,-0.75,0.62,21.18,-49.99,-70.80,34.18,45.00,-24.24
-0.16,-0.75,0.62,21.18,-49.99,-70.80,34.18,45.00,-24.24
-0.16,-0.69,0.70,6.65,-56.34,-69.70,34.18,45.00,-24.24
-0.16,-0.69,0.70,6.65,-56.34,-69.70,34.18,45.00,-24.24
-0.13,-0.69,0.67,-3.60,-56.46,-68.18,34.18,45.00,-24.24
-0.18,-0.65,0.68,-5.19,-53.83,-63.54,34.18,45.00,-24.24
-0.18,-0.65,0.68,-5.19,-53.83,-63.54,34.18,45.00,-24.24
-0.16,-0.68,0.68,-1.59,-49.32,-58.53,34.18,45.00,-24.24
-0.16,-0.68,0.68,-1.59,-49.32,-58.53,34.18,45.00,-24.24
-0.18,-0.77,0.63,6.41,-42.48,-52.00,32.28,46.63,-25.99
-0.18,-0.77,0.63,6.41,-45.47,-39.61,32.28,46.63,-25.99
-0.24,-0.85,0.61,9.64,-45.47,-39.61,32.28,46.63,-25.99
-0.25,-0.78,0.53,5.19,-56.82,-24.90,32.28,46.63,-25.99
-0.25,-0.78,0.53,5.19,-56.82,-24.90,32.28,46.63,-25.99
-0.21,-0.69,0.68,-2.14,-70.92,-14.95,32.28,46.63,-25.99
-0.21,-0.69,0.68,-2.14,-70.92,-14.95,32.28,46.63,-25.99
-0.19,-0.59,0.77,-6.10,-79.41,-13.18,32.28,46.63,-25.99
-0.19,-0.59,0.77,-18.01,-82.15,-19.47,32.28,46.63,-25.99
-0.19,-0.48,0.86,-18.01,-82.15,-19.47,32.28,46.63,-25.99
-0.20,-0.53,0.89,-27.16,-77.82,-30.58,30.46,47.11,-27.05
-0.20,-0.53,0.89,-27.16,-77.82,-30.58,30.46,47.11,-27.05
-0.29,-0.59,0.70,-35.03,-73.00,-38.27,30.46,47.11,-27.05
-0.29,-0.59,0.70,-35.03,-73.00,-38.27,30.46,47.11,-27.05
-0.31,-0.60,0.73,-42.79,-73.85,-41.20,30.46,47.11,-27.05
-0.34,-0.63,0.68,-44.31,-72.08,-41.44,30.46,47.11,-27.05
-0.34,-0.63,0.68,-44.31,-72.08,-41.44,30.46,47.11,-27.05
-0.33,-0.67,0.75,-46.02,-71.59,-41.20,30.46,47.11,-27.05
-0.33,-0.67,0.75,-46.02,-71.59,-41.20,30.46,47.11,-27.05
-0.33,-0.69,0.79,-52.37,-75.62,-39.49,30.46,47.11,-27.05
-0.33,-0.69,0.79,-64.09,-76.84,-36.74,28.28,46.88,-32.03
-0.31,-0.73,1.01,-64.09,-76.84,-36.74,28.28,46.88,-32.03
-0.28,-0.71,1.09,-57.19,-61.40,-30.03,28.28,46.88,-32.03
-0.28,-0.71,1.09,-57.19,-61.40,-30.03,28.28,46.88,-32.03
-0.30,-0.66,1.06,-41.50,-38.39,-24.05,28.28,46.88,-32.03
-0.30,-0.66,1.06,-41.50,-38.39,-24.05,28.28,46.88,-32.03
-0.34,-0.60,0.95,-29.36,-13.61,-17.03,28.28,46.88,-32.03
-0.37,-0.57,0.77,-12.76,9.70,-9.40,28.28,46.88,-32.03
-0.37,-0.57,0.77,-12.76,9.70,-9.40,28.28,46.88,-32.03
-0.37,-0.55,0.60,-1.04,23.01,-4.46,28.28,46.88,-32.03
-0.37,-0.55,0.60,-1.04,23.01,-4.46,27.16,46.53,-30.92
-0.34,-0.48,0.53,0.12,21.73,-2.50,27.16,46.53,-30.92
-0.34,-0.48,0.53,0.12,11.90,-5.74,27.16,46.53,-30.92
-0.35,-0.43,0.51,-4.21,11.90,-5.74,27.16,46.53,-30.92
-0.47,-0.44,0.50,-7.26,1.28,-14.77,27.16,46.53,-30.92
-0.47,-0.44,0.50,-7.26,1.28,-14.77,27.16,46.53,-30.92
-0.37,-0.50,0.55,-11.60,-10.19,-22.40,27.16,46.53,-30.92
-0.37,-0.50,0.55,-11.60,-10.19,-22.40,27.16,46.53,-30.92
-0.30,-0.54,0.62,-15.56,-21.42,-28.14,27.16,46.53,-30.92
-0.30,-0.54,0.62,-14.59,-25.94,-30.21,27.16,46.53,-30.92
-0.30,-0.57,0.69,-14.59,-25.94,-30.21,27.16,46.53,-34.05
-0.33,-0.59,0.71,-9.46,-25.02,-29.30,26.37,47.58,-32.96
-0.33,-0.59,0.71,-9.46,-25.02,-29.30,26.37,47.58,-32.96
-0.36,-0.57,0.74,-4.76,-24.11,-26.00,26.37,47.58,-32.96
-0.36,-0.57,0.74,-4.76,-24.11,-26.00,26.37,47.58,-32.96
-0.39,-0.48,0.74,1.77,-23.44,-24.35,26.37,47.58,-32.96
-0.39,-0.42,0.72,7.32,-23.13,-26.43,26.37,47.58,-32.96
-0.42,-0.42,0.72,7.32,-23.13,-26.43,26.37,47.58,-32.96
-0.43,-0.38,0.68,10.93,-24.17,-33.87,26.37,47.58,-32.96
