xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.04,-0.61,0.84,-5.37,6.65,-10.86,34.40,49.74,-18.33
-0.04,-0.61,0.84,-5.37,6.65,-10.86,34.40,49.74,-18.33
-0.41,-0.80,0.73,7.02,10.62,-12.88,34.40,49.74,-18.33
-0.41,-0.80,0.73,7.02,1.95,0.37,34.40,49.74,-18.33
-0.05,-0.56,0.79,8.00,1.95,0.37,34.40,49.74,-18.33
-0.00,-0.71,0.76,0.43,-19.10,22.95,33.50,50.06,-17.30
-0.00,-0.71,0.76,0.43,-19.10,22.95,33.50,50.06,-17.30
-0.02,-0.63,0.75,-17.40,-37.17,-70.92,32.62,50.42,-19.87
-0.02,-0.63,0.75,-17.40,-37.17,-70.92,32.62,50.42,-19.87
-0.04,-0.68,0.77,-22.16,-43.33,-72.39,32.62,50.42,-19.87
-0.04,-0.68,0.77,-22.16,-46.63,-66.35,32.62,50.42,-19.87
-0.03,-0.73,0.86,-17.64,-46.63,-66.35,32.62,50.42,-19.87
-0.07,-0.76,0.92,34.91,-11.47,-38.02,30.77,52.01,-20.20
-0.07,-0.76,0.92,34.91,-11.47,-38.02,30.77,52.01,-20.20
-0.03,-0.60,0.80,-11.47,-36.07,-38.02,30.77,52.01,-20.20
-0.05,-0.62,0.82,-16.36,-39.31,-38.02,30.77,52.01,-20.20
-0.05,-0.62,0.82,-16.36,-39.31,-38.02,30.77,52.01,-20.20
-0.06,-0.58,0.81,-21.06,-45.04,-37.54,30.77,52.01,-20.20
-0.06,-0.58,0.81,-21.06,-45.04,-36.32,30.77,52.01,-20.20
-0.08,-0.57,0.78,-26.12,-46.75,-36.32,30.77,52.01,-20.20
-0.09,-0.61,0.81,-23.01,-46.51,-35.22,28.54,52.32,-22.13
-0.09,-0.61,0.81,-23.01,-46.51,-35.22,28.54,52.32,-22.13
-0.10,-0.58,0.79,-26.49,-49.13,-33.69,28.54,52.32,-22.13
-0.10,-0.58,0.79,-26.49,-49.13,-33.69,28.54,52.32,-22.13
-0.09,-0.58,0.78,-26.25,-48.52,-32.41,28.54,52.32,-22.13
-0.09,-0.58,0.78,-24.90,-46.14,-30.03,28.54,52.32,-22.13
-0.09,-0.58,0.81,-24.90,-46.14,-30.03,28.54,52.32,-22.13
-0.12,-0.57,0.77,-19.84,-42.05,-28.26,28.54,52.32,-22.13
-0.12,-0.57,0.77,-19.84,-42.05,-28.26,28.54,52.32,-22.13
-0.15,-0.59,0.86,-14.77,-41.26,-26.61,28.54,52.32,-22.13
-0.15,-0.59,0.86,-14.77,-41.26,-26.61,27.64,53.50,-23.18
-0.18,-0.59,0.85,-10.74,-42.60,-24.35,27.64,53.50,-23.18
