xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.06,-0.43,0.86,4.94,-0.55,5.13,-18.63,20.15,-28.81
-0.06,-0.43,0.86,4.94,-0.55,1.04,-18.63,20.15,-28.81
-0.11,-0.53,0.91,0.67,-0.98,1.04,-18.63,20.15,-28.81
-0.09,-0.52,0.85,1.16,-0.98,3.36,-18.63,20.15,-28.81
-0.09,-0.52,0.85,1.16,-0.98,3.36,-18.63,20.15,-28.81
-0.03,-0.47,0.80,4.64,-1.77,7.14,-18.63,20.15,-28.81
-0.03,-0.47,0.80,4.64,-1.77,7.14,-18.63,20.15,-28.81
-0.12,-0.60,0.85,-0.55,4.03,-8.73,-19.30,20.18,-28.33
-0.12,-0.60,0.85,-0.55,4.03,-8.73,-20.61,20.59,-28.27
-0.12,-0.57,0.83,0.37,-0.18,0.85,-20.61,20.59,-28.27
-0.12,-0.57,0.83,0.37,-0.18,0.85,-20.61,20.59,-28.27
-0.03,-0.51,0.86,3.60,-4.09,10.86,-20.61,20.59,-28.27
-0.03,-0.51,0.86,1.46,-3.48,7.87,-20.61,20.59,-28.27
-0.43,-0.56,0.84,1.46,-3.48,7.87,-20.61,20.59,-28.27
-0.64,-0.65,0.74,7.75,-4.27,-9.58,-20.61,20.59,-28.27
-0.64,-0.65,0.74,7.75,-4.27,-9.58,-20.61,20.59,-28.27
-0.13,-0.39,0.92,-4.64,-17.09,-1.16,-20.61,20.59,-28.27
-0.13,-0.39,0.92,-4.64,-17.09,-1.16,-20.61,20.59,-28.27
-0.12,-0.62,1.11,-16.36,-38.09,-68.79,-20.73,21.09,-28.60
-0.15,-0.49,0.74,-17.15,-18.98,-68.18,-20.73,21.09,-28.60
-0.15,-0.49,0.74,-17.15,-18.98,-68.18,-20.73,21.09,-28.60
-0.10,-0.60,0.93,38.88,5.43,-53.10,-21.92,19.48,-27.59
-0.10,-0.60,0.93,38.88,5.43,-53.10,-21.92,19.48,-27.59
-0.05,-0.60,0.87,24.11,2.99,-50.29,-21.92,19.48,-27.59
-0.10,-0.64,0.84,1.16,-11.23,-47.61,-21.92,19.48,-27.59
-0.10,-0.64,0.84,1.16,-11.23,-47.61,-21.92,19.48,-27.59
-0.11,-0.62,0.88,-25.76,-36.32,-42.18,-21.92,19.48,-27.59
-0.11,-0.62,0.88,-25.76,-36.32,-42.18,-21.92,19.48,-27.59
-0.04,-0.50,0.92,-52.98,-64.58,-38.45,-21.92,19.48,-27.59
-0.04,-0.50,0.92,-67.26,-81.79,-40.22,-21.92,19.48,-27.59
-0.02,-0.42,0.95,-67.26,-81.79,-40.22,-21.92,19.48,-27.59
-0.06,-0.40,0.95,-61.46,-86.61,-43.88,-23.88,16.71,-23.85
-0.06,-0.40,0.95,-61.46,-86.61,-43.88,-23.88,16.71,-23.85
-0.08,-0.41,0.97,-50.78,-88.68,-45.90,-23.88,16.71,-23.85
-0.08,-0.41,0.97,-50.78,-88.68,-49.19,-23.88,16.71,-23.85
-0.10,-0.42,0.98,-44.74,-96.56,-49.19,-23.88,16.71,-23.85
-0.18,-0.45,0.97,-48.65,-111.45,-54.81,-23.88,16.71,-23.85
-0.18,-0.45,0.97,-48.65,-111.45,-54.81,-23.88,16.71,-23.85
-0.18,-0.44,0.88,-48.71,-126.53,-61.34,-23.88,16.71,-23.85
-0.18,-0.44,0.88,-48.71,-126.53,-61.34,-23.88,16.71,-23.85
-0.44,-0.54,0.90,-61.40,-141.48,-70.37,-23.88,16.71,-23.85
-0.44,-0.54,0.90,-87.22,-166.14,-76.23,-27.43,13.33,-18.23
