xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.21,-0.69,0.75,0.61,3.85,-4.46,32.07,48.49,-16.11
-0.21,-0.69,0.75,-15.01,0.06,-1.46,32.07,48.49,-16.11
-0.12,-0.69,0.75,-1.28,0.06,-1.46,32.07,48.49,-16.11
-0.01,-0.71,0.58,-1.71,-32.84,-46.81,31.90,48.74,-14.31
-0.01,-0.71,0.58,-1.71,-32.84,-46.81,31.90,48.74,-14.31
-0.07,-0.67,0.52,-8.73,-62.93,-52.80,31.90,48.74,-14.31
-0.07,-0.67,0.52,-8.73,-62.93,-52.80,31.90,48.74,-14.31
-0.07,-0.59,0.53,-18.31,-95.83,-59.94,30.31,49.98,-15.70
-0.15,-0.70,0.70,-37.35,-128.17,-73.73,30.31,49.98,-15.70
-0.15,-0.70,0.70,-37.35,-128.17,-73.73,30.31,49.98,-15.70
-0.03,-1.15,2.12,-83.92,-126.22,-69.70,30.31,49.98,-15.70
-0.03,-1.15,2.12,-83.92,-126.22,-69.70,30.31,49.98,-15.70
-0.09,-0.77,0.83,50.42,-75.01,-39.37,30.31,49.98,-15.70
-0.09,-0.77,0.83,-46.51,-108.83,-61.46,30.31,49.98,-15.70
-0.07,-0.63,0.79,-46.51,-108.83,-61.46,30.31,49.98,-15.70
-0.09,-0.59,0.74,-55.73,-120.67,-74.46,30.31,49.98,-15.70
-0.09,-0.59,0.74,-55.73,-120.67,-74.46,30.31,49.98,-15.70
-0.15,-0.62,0.74,-46.75,-106.87,-75.32,27.80,51.88,-19.47
-0.15,-0.62,0.74,-46.75,-106.87,-75.32,27.80,51.88,-19.47
-0.19,-0.69,0.74,-23.44,-93.69,-71.23,27.80,51.88,-19.47
-0.19,-0.69,0.80,-14.10,-91.98,-69.46,27.80,51.88,-19.47
-0.22,-0.66,0.80,-14.10,-91.98,-69.46,27.80,51.88,-19.47
-0.28,-0.68,0.72,-17.09,-98.51,-71.84,27.80,51.88,-19.47
-0.28,-0.68,0.72,-17.09,-98.51,-71.84,27.80,51.88,-19.47
-0.34,-0.67,0.77,-22.03,-108.15,-74.83,27.80,51.88,-19.47
-0.34,-0.67,0.77,-22.03,-123.78,-75.56,27.80,51.88,-19.47
-0.40,-0.65,0.74,-25.15,-117.92,-75.56,27.80,51.88,-19.47
-0.42,-0.62,0.77,-27.95,-127.93,-75.20,24.79,53.34,-22.71
-0.42,-0.62,0.77,-27.95,-127.93,-75.20,24.79,53.34,-22.71
-0.42,-0.59,0.78,-28.44,-136.78,-74.46,24.79,53.34,-22.71
-0.42,-0.59,0.78,-28.44,-136.78,-74.46,24.79,53.34,-22.71
-0.43,-0.60,0.85,-32.78,-143.49,-77.88,24.79,53.34,-22.71
-0.43,-0.60,0.93,-35.52,-145.87,-80.38,24.79,53.34,-22.71
-0.45,-0.61,0.93,-35.52,-145.87,-80.38,24.79,53.34,-22.71
-0.48,-0.61,1.01,-33.81,-139.83,-78.37,24.79,53.34,-22.71
-0.48,-0.61,1.01,-33.81,-139.83,-78.37,24.79,53.34,-22.71
-0.47,-0.57,0.98,-18.01,-123.11,-71.90,24.79,53.34,-22.71
-0.47,-0.57,0.98,-14.10,-111.57,-71.47,20.68,55.27,-25.71
-0.47,-0.56,0.99,-14.10,-111.57,-71.47,20.68,55.27,-25.71
