xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.01,-0.54,0.97,-2.08,4.15,-7.14,36.89,41.19,-19.95
-0.01,-0.73,0.85,37.72,65.67,-85.51,35.47,44.51,-17.74
-0.01,-0.73,0.85,53.34,74.04,-81.18,35.47,44.51,-17.74
-0.03,-0.75,0.83,48.10,74.04,-81.18,35.47,44.51,-17.74
-0.04,-0.75,0.80,56.27,82.15,-77.58,33.59,47.68,-14.62
-0.04,-0.75,0.80,56.27,82.15,-77.58,33.59,47.68,-14.62
-0.04,-0.76,0.77,56.88,89.90,-75.32,33.59,47.68,-14.62
-0.04,-0.76,0.77,56.88,89.90,-75.32,33.59,47.68,-14.62
-0.02,-0.47,0.83,-84.90,-36.87,-61.83,28.17,53.78,-16.43
-0.02,-0.47,0.83,-84.90,-36.87,-61.83,28.17,53.78,-16.43
-0.09,-0.50,0.88,-84.17,-40.47,-65.19,28.17,53.78,-16.43
-0.09,-0.50,0.88,-84.17,-40.47,-65.19,26.05,54.72,-19.17
-0.17,-0.58,0.96,-78.37,-42.30,-66.89,26.05,54.72,-19.17
-0.17,-0.58,0.96,-75.13,-39.25,-65.49,26.05,54.72,-19.17
-0.17,-0.57,0.98,-75.13,-39.25,-65.49,26.05,54.72,-19.17
-0.17,-0.50,0.99,-68.24,-33.51,-64.21,26.05,54.72,-19.17
-0.17,-0.50,0.99,-68.24,-33.51,-64.21,26.05,54.72,-19.17
-0.16,-0.46,0.88,-54.99,-23.62,-64.94,26.05,54.72,-19.17
-0.16,-0.46,0.88,-54.99,-23.62,-64.94,26.05,54.72,-19.17
-0.12,-0.42,0.85,-48.77,-16.97,-65.86,26.05,54.72,-19.17
-0.09,-0.42,0.94,-39.61,-16.24,-66.28,26.05,54.72,-19.17
-0.09,-0.42,0.94,-39.61,-16.24,-66.28,22.96,55.14,-22.63
-0.07,-0.52,1.06,-31.86,-12.76,-65.61,22.96,55.14,-22.63
-0.07,-0.52,1.06,-31.86,-12.76,-65.61,22.96,55.14,-22.63
-0.05,-0.54,1.08,-42.72,-4.09,-63.78,22.96,55.14,-22.63
-0.05,-0.54,1.08,-47.06,0.18,-60.18,22.96,55.14,-22.63
-0.01,-0.47,1.10,-47.06,0.18,-60.18,22.96,55.14,-22.63
-0.03,-0.46,0.95,-35.58,14.40,-43.52,21.18,55.77,-22.85
-0.03,-0.46,0.88,-27.47,19.35,-28.38,21.18,55.77,-22.85
-0.07,-0.42,0.88,-27.47,19.35,-28.38,21.18,55.77,-22.85
-0.07,-0.29,0.78,-26.12,23.99,-18.25,21.18,55.77,-22.85
-0.07,-0.29,0.78,-26.12,23.99,-18.25,21.18,55.77,-22.85
-0.08,-0.16,0.68,-31.13,21.55,-21.12,21.18,55.77,-22.85
-0.08,-0.16,0.68,-31.13,5.92,-37.96,21.18,55.77,-22.85
-0.05,-0.08,0.64,-44.31,12.63,-37.96,21.18,55.77,-22.85
-0.02,-0.06,0.57,-54.63,-2.38,-63.35,21.18,55.77,-22.85
-0.02,-0.06,0.57,-54.63,-2.38,-63.35,21.18,55.77,-22.85
-0.04,-0.14,0.69,-70.07,-22.52,-90.52,18.88,56.27,-25.59
-0.04,-0.14,0.69,-70.07,-22.52,-90.52,18.88,56.27,-25.59
-0.08,-0.23,0.83,-63.35,-42.48,-108.58,18.88,56.27,-25.59
-0.08,-0.23,0.83,-46.81,-50.48,-115.60,18.88,56.27,-25.59
-0.11,-0.29,0.89,-46.81,-50.48,-115.60,18.88,56.27,-25.59
-0.14,-0.29,0.94,-35.46,-53.53,-116.27,18.88,56.27,-25.59
-0.14,-0.29,0.94,-35.46,-53.53,-116.27,18.88,56.27,-25.59
-0.15,-0.26,0.92,-41.63,-57.07,-118.04,18.88,56.27,-25.59
-0.15,-0.26,0.92,-41.63,-60.61,-124.02,18.88,56.27,-25.59
-0.20,-0.23,0.89,-42.72,-60.61,-124.02,18.88,56.27,-25.59
-0.24,-0.22,0.90,-30.09,-61.22,-130.98,14.04,57.85,-29.36
-0.24,-0.22,0.90,-30.09,-61.22,-130.98,14.04,57.85,-29.36
-0.22,-0.74,0.74,-3.66,-55.73,-133.67,14.04,57.85,-29.36
-0.22,-0.74,0.74,-3.66,-55.73,-133.67,14.04,57.85,-29.36
-0.22,-0.46,1.00,56.03,-54.50,-100.83,14.04,57.85,-29.36
-0.22,-0.40,0.98,109.13,-38.82,-63.84,14.04,57.85,-29.36
-0.21,-0.40,0.98,109.13,-38.82,-63.84,14.04,57.85,-29.36
-0.24,-0.39,0.93,138.98,-21.97,-40.41,14.04,57.85,-29.36
-0.24,-0.39,0.93,138.98,-21.97,-40.41,14.04,57.85,-29.36
-0.27,-0.38,0.88,145.08,-14.40,-29.17,14.04,57.85,-29.36
-0.27,-0.38,0.88,145.08,-14.40,-23.93,12.30,60.17,-26.26
-0.26,-0.39,0.86,145.02,-10.07,-23.93,12.30,60.17,-26.26
-0.25,-0.39,0.86,142.70,-4.09,-19.47,12.30,60.17,-26.26
-0.25,-0.39,0.86,142.70,-4.09,-19.47,12.30,60.17,-26.26
-0.24,-0.41,0.86,139.40,7.51,-15.01,12.30,60.17,-26.26
-0.24,-0.41,0.86,139.40,7.51,-15.01,12.30,60.17,-26.26
