xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.02,-0.62,0.73,11.41,11.29,-9.46,37.13,44.31,-18.65
-0.02,-0.62,0.73,11.41,11.29,-9.46,37.13,44.31,-18.65
-0.27,-0.68,0.75,0.43,-3.17,3.23,36.69,43.87,-17.48
-0.27,-0.68,0.75,0.43,-3.17,3.23,36.69,43.87,-17.48
-0.41,-0.77,0.75,-5.13,10.13,-17.21,36.69,43.87,-17.48
-0.41,-0.77,0.75,-5.13,15.38,-22.16,36.69,43.87,-17.48
-0.03,-0.71,0.75,-1.46,15.38,-22.16,36.69,43.87,-17.48
-0.03,-0.70,0.79,-8.48,-81.30,-46.81,36.40,45.31,-18.33
-0.14,-0.67,0.87,-6.53,-80.51,-41.93,36.40,45.31,-18.33
-0.14,-0.67,0.87,-6.53,-80.51,-41.93,36.40,45.31,-19.92
-0.07,-0.67,0.92,76.23,-20.39,-8.42,35.23,46.24,-19.92
-0.12,-0.60,0.77,25.82,-32.53,-15.62,35.23,46.24,-19.92
-0.12,-0.60,0.77,25.82,-32.53,-15.62,35.23,46.24,-19.92
-0.08,-0.53,0.86,10.50,-48.28,-19.59,35.23,46.24,-19.92
-0.08,-0.53,0.86,10.50,-48.28,-19.59,35.23,46.24,-19.92
-0.03,-0.63,0.82,-5.31,-56.64,-26.61,35.23,46.24,-19.92
-0.03,-0.63,0.82,-16.91,-66.04,-33.81,35.23,46.24,-19.92
-0.02,-0.64,0.80,-16.91,-66.04,-33.81,35.23,46.24,-19.92
-0.06,-0.61,0.81,-27.77,-72.08,-39.37,34.28,47.35,-20.47
-0.06,-0.61,0.81,-27.77,-72.08,-39.37,34.28,47.35,-20.47
-0.08,-0.59,0.80,-23.74,-73.36,-41.02,34.28,47.35,-20.47
-0.08,-0.59,0.80,-23.74,-73.36,-40.95,34.28,47.35,-20.47
-0.11,-0.60,0.79,-15.08,-69.89,-40.95,34.28,47.35,-20.47
-0.18,-0.62,0.76,-8.30,-66.89,-40.28,34.28,47.35,-20.47
