xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.13,0.17,1.41,17.58,14.59,-12.15,39.53,36.56,-20.32
-0.23,0.11,1.43,20.81,34.67,-34.24,39.53,36.56,-20.32
-0.23,0.11,1.43,20.81,34.67,-34.24,39.53,36.56,-20.32
-0.18,-0.07,1.23,18.98,58.84,-48.10,38.94,37.29,-19.42
-0.18,-0.07,1.23,18.98,58.84,-48.10,38.94,37.29,-19.42
-0.52,-0.46,1.02,-53.22,50.90,-85.69,15.58,59.89,-20.80
-0.03,-0.25,0.96,-60.42,-55.36,-100.40,5.88,59.18,-30.19
-0.03,-0.25,0.96,-60.42,-55.36,-100.40,5.88,59.18,-30.19
-0.05,-0.24,0.98,-33.94,-47.36,-83.31,5.88,59.18,-30.19
-0.05,-0.24,0.98,-33.94,-47.36,-83.31,5.88,59.18,-30.19
-0.10,-0.21,0.93,-21.12,-36.93,-68.12,5.88,59.18,-30.19
-0.10,-0.18,0.91,-4.70,-28.63,-54.26,5.88,59.18,-30.19
-0.16,-0.19,0.91,-4.70,-28.63,-54.26,5.88,59.18,-30.19
-0.16,-0.19,0.92,0.18,-25.63,-41.69,3.00,59.13,-31.87
-0.16,-0.19,0.92,0.18,-25.63,-41.69,3.00,59.13,-31.87
-0.05,-0.28,0.95,-11.90,-29.11,-34.67,3.00,59.13,-31.87
-0.05,-0.28,0.95,-11.90,-29.11,-19.04,3.00,59.13,-31.87
-0.02,-0.31,1.04,-35.34,-37.11,-23.19,3.00,59.13,-31.87
-0.01,-0.31,1.04,-35.34,-37.11,-23.19,3.00,59.13,-31.87
-0.05,-0.28,0.97,-43.88,-31.56,-15.38,3.00,59.13,-31.87
-0.05,-0.28,0.97,-43.88,-31.56,-15.38,3.00,59.13,-31.87
-0.07,-0.18,0.91,-51.15,-32.29,-11.41,3.00,59.13,-31.87
-0.07,-0.18,0.91,-51.15,-38.70,-13.43,1.92,57.87,-34.70
-0.11,-0.06,0.83,-81.73,-38.70,-13.43,1.92,57.87,-34.70
-0.20,0.01,0.74,-97.90,-47.55,-24.35,1.92,57.87,-34.70
-0.20,0.01,0.74,-97.90,-47.55,-24.35,1.92,57.87,-34.70
-0.27,0.08,0.83,-99.43,-61.71,-32.53,1.92,57.87,-34.70
-0.27,0.08,0.83,-99.43,-61.71,-32.53,1.92,57.87,-34.70
-0.24,0.05,0.73,-106.38,-65.92,-36.07,1.92,57.87,-34.70
-0.24,0.05,0.73,-79.83,-70.31,-37.60,1.92,57.87,-34.70
-0.14,0.07,0.78,-79.83,-70.31,-37.60,1.92,57.87,-34.70
-0.10,0.05,0.83,-61.40,-73.30,-39.31,1.92,57.87,-34.70
-0.10,0.05,0.83,-61.40,-73.30,-39.31,1.92,57.87,-34.99
-0.16,-0.01,0.81,-50.17,-73.18,-43.46,-0.70,55.35,-34.99
-0.16,-0.01,0.81,-50.17,-73.18,-43.46,-0.70,55.35,-34.99
-0.24,-0.05,0.90,-53.89,-77.33,-43.15,-0.70,55.35,-34.99
-0.30,-0.01,1.10,-58.35,-89.05,-43.46,-0.70,55.35,-34.99
-0.30,-0.01,1.10,-58.35,-89.05,-43.46,-0.70,55.35,-34.99
-0.29,-0.11,1.15,-67.14,-94.24,-52.19,-0.70,55.35,-34.99
-0.29,-0.11,1.15,-67.14,-94.24,-52.19,-0.70,55.35,-34.99
-0.28,-0.11,1.17,-85.63,-96.37,-57.01,-0.70,55.35,-34.99
-0.28,-0.11,1.17,-85.63,-97.11,-56.46,-0.70,55.35,-34.99
-0.27,-0.03,1.13,-84.11,-97.11,-56.46,-0.70,55.35,-34.99
-0.30,-0.00,0.97,-88.87,-91.55,-55.60,-3.99,53.70,-39.14
-0.30,-0.00,0.97,-88.87,-91.55,-55.60,-3.99,53.70,-39.14
-0.30,0.12,1.02,-91.06,-90.58,-53.53,-3.99,53.70,-39.14
-0.30,0.12,1.02,-91.06,-90.58,-53.53,-3.99,53.70,-39.14
-0.35,0.17,0.85,-82.46,-87.95,-55.60,-3.99,53.70,-39.14
-0.35,0.20,1.46,-48.95,-85.14,-62.26,-3.99,53.70,-39.14
-0.32,0.21,1.46,-48.95,-85.14,-62.26,-3.99,53.70,-39.14
-0.21,-0.33,2.15,44.86,-41.26,-70.92,-3.99,53.70,-39.14
-0.21,-0.33,2.15,44.86,-41.26,-70.92,-3.99,53.70,-39.14
-0.15,-0.60,-2.20,125.85,54.93,-41.20,-3.99,53.70,-39.14
-0.15,-0.60,-2.20,125.85,-38.82,12.27,-5.88,53.61,-38.42
-0.19,0.24,0.53,153.08,-42.72,12.27,-5.88,53.61,-38.42
-0.31,0.09,0.66,38.02,-83.13,5.25,-5.88,53.61,-38.42
-0.31,0.09,0.66,38.02,-83.13,5.25,-5.88,53.61,-38.42
-0.32,-0.09,0.96,-31.92,-96.74,-16.30,-5.88,53.61,-38.42
-0.32,-0.09,0.96,-31.92,-96.74,-16.30,-5.88,53.61,-38.42
