xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.00,0.52,-0.87,0.00,1.22,-1.04,13.51,34.55,39.14
-0.00,0.52,-0.87,0.00,1.22,-1.04,13.51,34.55,39.14
-0.01,0.51,-0.86,0.18,1.16,-1.10,13.51,34.55,39.14
-0.01,0.51,-0.86,0.98,1.34,-1.04,13.51,34.55,39.14
-0.02,0.51,-0.86,0.98,1.34,-1.04,13.51,34.55,39.14
-0.03,0.52,-0.87,0.79,1.22,-1.16,13.51,34.55,39.14
-0.03,0.52,-0.87,0.79,1.22,-1.16,12.99,34.20,39.16
-0.03,0.51,-0.87,0.85,0.98,-1.22,12.99,34.20,39.16
-0.03,0.51,-0.87,0.85,0.98,-1.22,12.99,34.20,39.16
-0.02,0.51,-0.86,1.10,0.79,-1.53,12.99,34.20,39.16
-0.02,0.51,-0.86,1.40,0.79,-2.01,12.99,34.20,39.16
-0.01,0.52,-0.87,1.40,0.79,-2.01,12.99,34.20,39.16
-0.00,0.52,-0.86,1.40,0.67,-2.08,12.99,34.20,39.16
-0.00,0.52,-0.86,1.40,0.67,-2.08,12.99,34.20,39.16
-0.00,0.52,-0.86,0.55,0.55,-1.40,12.17,33.84,39.49
-0.00,0.52,-0.86,0.55,0.55,-1.40,12.17,33.84,39.49
-0.00,0.52,-0.86,0.79,0.85,-1.10,12.17,33.84,39.49
-0.00,0.52,-0.86,0.79,0.85,-1.22,12.17,33.84,39.49
-0.01,0.52,-0.87,0.92,1.16,-1.22,12.17,33.84,39.49
-0.01,0.52,-0.87,0.92,1.40,-1.40,12.17,33.84,39.49
-0.01,0.52,-0.87,0.92,1.40,-1.40,12.17,33.84,39.49
-0.00,0.52,-0.87,0.79,1.22,-1.53,12.17,33.84,39.49
-0.00,0.52,-0.87,0.79,1.22,-1.53,12.17,33.84,39.49
-0.00,0.51,-0.87,0.55,0.98,-1.53,12.17,33.84,39.49
-0.00,0.51,-0.87,0.55,0.98,-1.46,12.17,34.12,39.26
-0.00,0.52,-0.87,0.98,0.92,-1.46,12.72,34.12,39.26
-0.00,0.52,-0.87,1.46,0.67,-1.22,12.72,34.12,39.26
-0.00,0.52,-0.87,1.46,0.67,-1.22,12.72,34.12,39.26
-0.01,0.52,-0.86,1.59,0.61,-1.53,12.72,34.12,39.26
-0.01,0.52,-0.86,1.59,0.61,-1.53,12.72,34.12,39.26
-0.01,0.52,-0.86,1.71,0.61,-1.53,12.72,34.12,39.26
-0.01,0.52,-0.86,1.71,0.61,-1.34,12.72,34.12,39.26
-0.01,0.52,-0.86,1.71,0.61,-1.34,12.72,34.12,39.26
-0.01,0.52,-0.86,1.77,0.55,-1.28,12.72,34.12,39.26
-0.01,0.52,-0.86,1.77,0.55,-1.28,12.72,34.12,39.26
-0.01,0.52,-0.86,1.89,0.67,-1.40,13.20,33.84,38.24
-0.01,0.52,-0.86,1.89,0.67,-1.40,13.20,33.84,38.24
-0.00,0.52,-0.86,1.59,0.43,-1.16,13.20,33.84,38.24
-0.00,0.52,-0.86,1.71,0.55,-1.34,13.20,33.84,38.24
-0.01,0.52,-0.87,0.79,1.10,-1.34,12.96,34.14,39.33
-0.01,0.52,-0.87,0.67,0.92,-1.28,12.96,34.14,39.33
-0.01,0.52,-0.87,0.67,0.92,-1.28,12.96,34.14,39.33
-0.02,0.52,-0.87,0.67,0.79,-1.28,12.96,34.14,39.33
-0.02,0.52,-0.87,0.67,0.79,-1.28,12.35,34.33,39.67
-0.02,0.52,-0.87,0.92,0.85,-1.46,12.35,34.33,39.67
-0.02,0.52,-0.87,0.92,0.85,-1.46,12.35,34.33,39.67
-0.02,0.52,-0.87,1.16,0.43,-1.28,12.35,34.33,39.67
-0.02,0.52,-0.87,1.65,0.55,-1.65,12.35,34.33,39.67
-0.01,0.52,-0.87,1.65,0.55,-1.65,12.35,34.33,39.67
-0.01,0.52,-0.86,1.77,0.49,-1.77,12.35,34.33,39.67
-0.01,0.52,-0.86,1.77,0.49,-1.77,12.35,34.33,39.67
-0.00,0.52,-0.86,0.55,1.16,-1.22,12.94,33.72,39.95
-0.00,0.52,-0.86,0.55,1.16,-1.22,12.54,33.94,40.06
-0.01,0.52,-0.86,0.79,1.04,-1.04,12.54,33.94,40.06
-0.01,0.52,-0.86,0.79,0.85,-1.16,12.54,33.94,40.06
-0.01,0.52,-0.87,0.79,0.85,-1.16,12.54,33.94,40.06
-0.02,0.52,-0.87,1.16,1.04,-1.34,12.54,33.94,40.06
-0.02,0.52,-0.87,1.16,1.04,-1.34,12.54,33.94,40.06
-0.02,0.52,-0.87,1.16,0.98,-1.46,12.54,33.94,40.06
-0.02,0.52,-0.87,1.16,0.98,-1.46,12.54,33.94,40.06
-0.01,0.52,-0.87,0.92,0.79,-1.53,12.54,33.94,40.06
-0.01,0.52,-0.87,1.10,0.73,-1.59,12.54,33.94,40.06
-0.01,0.51,-0.86,1.10,0.73,-1.59,12.59,33.97,39.58
-0.00,0.52,-0.86,1.34,0.61,-1.46,12.59,33.97,39.58
-0.00,0.52,-0.86,1.34,0.61,-1.46,12.59,33.97,39.58
-0.00,0.52,-0.86,1.65,0.49,-1.34,12.59,33.97,39.58
-0.00,0.52,-0.86,1.65,0.49,-1.34,12.59,33.97,39.58
-0.00,0.52,-0.86,1.22,0.98,-1.34,12.61,34.22,39.65
-0.00,0.52,-0.86,0.98,1.16,-1.34,13.02,33.98,39.55
-0.01,0.52,-0.86,0.98,1.16,-1.34,13.02,33.98,39.55
-0.01,0.52,-0.86,0.79,0.92,-1.04,13.02,33.98,39.55
-0.01,0.52,-0.86,0.79,0.92,-1.04,13.02,33.98,39.55
-0.01,0.52,-0.86,0.85,0.85,-1.28,13.02,33.98,39.55
-0.01,0.52,-0.86,0.85,0.85,-1.28,13.02,33.98,39.55
-0.01,0.52,-0.86,1.22,1.04,-1.59,13.02,33.98,39.55
-0.01,0.52,-0.86,1.46,1.04,-1.71,13.02,33.98,39.55
-0.01,0.52,-0.87,1.46,1.04,-1.71,13.02,33.98,39.55
-0.01,0.52,-0.86,1.59,0.73,-1.53,13.02,33.98,39.55
-0.01,0.52,-0.86,1.59,0.73,-1.53,13.02,33.98,39.55
-0.00,0.52,-0.86,1.34,0.61,-1.65,12.57,34.17,40.30
-0.00,0.52,-0.86,1.34,0.61,-1.65,12.57,34.17,40.30
-0.00,0.52,-0.86,1.10,0.55,-1.34,12.57,34.17,40.30
-0.00,0.52,-0.86,1.10,0.49,-1.71,12.57,34.17,40.30
-0.00,0.52,-0.86,1.04,0.98,-1.40,13.10,34.45,39.54
-0.00,0.52,-0.86,1.28,0.92,-1.34,13.10,34.45,39.54
-0.01,0.52,-0.86,1.28,0.92,-1.34,13.10,34.45,39.54
-0.01,0.52,-0.86,1.22,0.98,-1.46,13.10,34.45,39.54
-0.01,0.52,-0.86,1.22,0.98,-1.46,13.28,34.39,38.89
-0.01,0.52,-0.86,1.28,1.04,-1.53,13.28,34.39,38.89
-0.01,0.52,-0.86,1.28,1.04,-1.53,13.28,34.39,38.89
-0.01,0.52,-0.86,1.22,0.67,-1.16,13.28,34.39,38.89
-0.01,0.52,-0.86,1.28,0.67,-1.59,13.28,34.39,38.89
-0.01,0.52,-0.86,1.28,0.67,-1.59,13.28,34.39,38.89
-0.00,0.52,-0.86,1.53,0.73,-1.59,13.28,34.39,38.89
-0.00,0.52,-0.86,1.53,0.73,-1.59,13.28,34.39,38.89
-0.00,0.52,-0.86,1.59,0.61,-1.71,13.28,34.39,38.89
-0.00,0.52,-0.86,1.59,0.61,-1.71,13.28,34.39,38.89
-0.00,0.52,-0.86,1.46,0.73,-1.71,10.16,34.09,39.17
-0.00,0.52,-0.86,0.73,0.79,-1.10,13.06,34.24,40.20
-0.00,0.52,-0.86,0.92,0.92,-1.40,13.06,34.24,40.20
-0.00,0.52,-0.86,0.92,0.92,-1.40,13.06,34.24,40.20
-0.00,0.52,-0.86,1.04,0.98,-1.28,13.06,34.24,40.20
-0.00,0.52,-0.86,1.04,0.98,-1.28,13.06,34.24,40.20
-0.01,0.52,-0.87,1.28,0.92,-1.46,13.06,34.24,40.20
-0.01,0.52,-0.87,1.28,0.73,-1.40,13.06,34.24,40.20
-0.01,0.52,-0.86,1.34,0.73,-1.40,12.90,33.97,39.45
-0.01,0.52,-0.86,1.40,0.79,-1.34,12.90,33.97,39.45
-0.01,0.52,-0.86,1.40,0.79,-1.34,12.90,33.97,39.45
-0.01,0.52,-0.86,1.04,0.55,-1.22,12.90,33.97,39.45
-0.01,0.52,-0.86,1.04,0.55,-1.22,12.90,33.97,39.45
-0.01,0.52,-0.86,1.40,0.73,-1.71,12.90,33.97,39.45
-0.01,0.52,-0.86,1.59,0.73,-1.65,12.90,33.97,39.45
-0.00,0.52,-0.86,1.59,0.73,-1.65,12.90,33.97,39.45
-0.00,0.52,-0.86,1.40,0.85,-1.77,12.90,33.97,39.45
-0.00,0.52,-0.86,1.40,0.85,-1.77,12.90,33.97,39.45
-0.00,0.52,-0.87,1.04,0.73,-1.16,12.65,33.85,38.45
-0.00,0.52,-0.87,1.04,0.73,-1.16,12.65,33.85,38.45
-0.01,0.52,-0.87,0.92,0.85,-1.22,12.65,33.85,38.45
-0.01,0.52,-0.87,0.92,0.85,-1.22,12.65,33.85,38.45
-0.01,0.52,-0.86,0.98,0.79,-1.40,12.65,33.85,38.45
-0.01,0.52,-0.86,1.22,0.73,-1.53,12.65,33.85,38.45
-0.01,0.52,-0.86,1.22,0.73,-1.53,12.65,33.85,38.45
-0.01,0.52,-0.86,1.34,0.67,-1.59,12.65,33.85,38.45
-0.01,0.52,-0.86,1.34,0.67,-1.59,12.65,33.85,38.45
-0.01,0.52,-0.86,1.46,0.79,-1.59,12.10,33.61,39.71
-0.01,0.52,-0.86,1.46,0.79,-1.59,12.10,33.61,39.71
-0.01,0.52,-0.86,1.28,0.43,-1.34,12.10,33.61,39.71
