xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.04,-0.45,0.93,-5.43,6.41,-19.84,-15.34,25.89,-25.81
-0.04,-0.45,0.93,-5.43,6.41,-23.38,-15.34,25.89,-25.81
-0.17,-0.54,0.82,3.17,13.00,-23.38,-15.34,25.89,-25.81
-0.08,-0.55,0.82,1.95,9.03,-17.76,-15.34,25.89,-25.81
-0.08,-0.55,0.82,1.95,9.03,-17.76,-15.34,25.89,-25.81
-0.01,-0.56,0.76,-0.98,-11.47,-0.73,-15.43,25.52,-26.23
-0.05,-0.53,0.92,-27.83,-77.09,7.39,-21.68,24.24,-24.16
-0.05,-0.53,0.92,-76.35,-107.12,-6.35,-19.08,24.24,-24.16
-0.14,-0.55,0.91,-76.35,-107.12,-6.35,-19.08,24.24,-24.16
-0.19,-0.55,0.82,-103.82,-124.27,-13.37,-19.08,24.24,-24.16
-0.19,-0.55,0.82,-103.82,-124.27,-13.37,-19.08,24.24,-24.16
-0.27,-0.56,0.90,-96.56,-121.77,-9.46,-19.08,24.24,-24.16
-0.27,-0.56,0.90,-96.56,-106.14,7.57,-19.08,24.24,-24.16
-0.25,-0.46,0.79,-30.64,-103.64,7.57,-19.08,24.24,-24.16
-0.22,-0.39,0.95,30.21,-79.83,23.80,-19.08,24.24,-24.16
-0.22,-0.39,0.95,30.21,-79.83,23.80,-19.08,24.24,-24.16
-0.29,-0.36,0.93,18.01,-90.21,21.85,-19.08,24.24,-21.03
-0.29,-0.36,0.93,18.01,-90.21,21.85,-22.94,24.58,-20.94
-0.26,-0.29,0.75,-23.07,-114.38,13.85,-22.94,24.58,-20.94
-0.26,-0.27,1.04,-12.15,-99.98,21.48,-22.94,24.58,-20.94
-0.27,-0.27,1.04,-12.15,-99.98,21.48,-22.94,24.58,-20.94
-0.26,-0.21,1.02,-22.83,-94.67,16.05,-22.94,24.58,-20.94
