xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.03,-0.51,0.85,2.69,-9.58,19.78,-15.72,27.55,-28.39
-0.03,-0.51,0.85,2.69,-9.58,19.78,-15.72,27.55,-28.39
-0.03,-0.55,0.83,3.78,-6.47,13.43,-15.72,27.55,-28.39
-0.03,-0.55,0.83,2.44,-5.74,8.79,-15.72,27.55,-28.39
-0.06,-0.57,0.81,2.44,-5.74,8.79,-16.41,28.19,-28.66
-0.03,-0.59,0.78,2.14,-8.67,7.14,-16.41,28.19,-28.66
-0.03,-0.59,0.78,2.14,-8.67,7.14,-16.41,28.19,-28.66
-0.01,-0.49,0.88,-14.16,-50.78,16.11,-18.12,29.36,-26.40
-0.03,-0.60,1.52,-11.54,-75.56,-0.18,-18.12,29.36,-26.40
-0.23,-0.52,1.06,39.12,-49.13,5.74,-18.12,29.36,-26.40
-0.23,-0.52,1.06,39.12,-49.13,5.74,-20.23,29.75,-26.33
-0.19,-0.39,0.91,-13.55,-84.29,-1.28,-20.23,29.75,-26.33
-0.19,-0.39,0.91,-13.55,-84.29,-1.28,-20.23,29.75,-26.33
-0.19,-0.39,0.96,-36.07,-101.14,-9.70,-20.23,29.75,-26.33
-0.19,-0.39,0.92,-51.57,-106.14,-22.58,-20.23,29.75,-26.33
-0.23,-0.40,0.92,-51.57,-106.14,-22.58,-20.23,29.75,-26.33
-0.23,-0.39,0.90,-55.42,-109.31,-32.41,-20.23,29.75,-26.33
-0.23,-0.39,0.90,-55.42,-109.31,-32.41,-20.23,29.75,-26.33
-0.21,-0.43,0.88,-43.21,-102.72,-36.74,-20.23,29.75,-26.33
-0.21,-0.43,0.88,-28.08,-95.34,-38.02,-20.23,29.75,-26.33
-0.26,-0.46,0.88,-28.08,-95.34,-38.02,-24.79,28.28,-22.62
-0.35,-0.46,0.86,-22.22,-92.41,-38.51,-24.79,28.28,-22.62
-0.35,-0.46,0.86,-22.22,-92.41,-38.51,-24.79,28.28,-22.62
-0.36,-0.44,0.88,-27.28,-96.68,-37.60,-24.79,28.28,-22.62
-0.36,-0.44,0.88,-27.28,-96.68,-37.66,-24.79,28.28,-22.62
-0.34,-0.40,0.89,-31.19,-100.89,-37.66,-24.79,28.28,-22.62
-0.34,-0.36,0.83,-26.92,-101.20,-41.20,-24.79,28.28,-22.62
-0.34,-0.36,0.83,-26.92,-101.20,-41.20,-24.79,28.28,-22.62
-0.30,-0.37,0.91,-7.75,-90.33,-43.88,-24.79,28.28,-22.62
-0.30,-0.37,0.91,-7.75,-90.33,-43.88,-24.79,28.28,-22.62
-0.21,-0.34,0.91,-6.41,-88.07,-47.73,-28.45,25.60,-20.68
