xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag
-0.09,-0.56,0.80,-0.73,3.85,-5.68,-15.99,31.05,-27.28
-0.09,-0.56,0.80,5.07,0.24,1.95,-15.99,31.05,-27.28
-0.10,-0.57,0.80,5.07,0.24,1.95,-15.99,31.05,-27.28
-0.01,-0.57,0.88,-2.32,-7.14,9.77,-15.99,31.05,-27.28
-0.01,-0.57,0.88,-2.32,-7.14,9.77,-15.99,31.05,-27.28
-0.00,-0.68,0.85,-2.87,2.93,-6.47,-15.99,31.05,-27.28
-0.11,-0.72,0.69,-2.93,4.03,-13.55,-16.28,30.98,-28.02
-0.11,-0.72,0.69,-2.93,4.03,-13.55,-16.28,30.98,-28.02
-0.27,-0.86,0.68,-4.94,-0.18,-20.20,-16.28,30.98,-28.02
-0.27,-0.86,0.68,-4.94,-0.18,-20.20,-16.28,30.98,-28.02
-0.07,-0.72,0.77,-10.99,-18.01,9.46,-16.28,30.98,-28.02
-0.12,-0.69,0.87,2.50,-76.78,1.46,-20.21,32.17,-25.92
-0.12,-0.69,0.87,2.50,-76.78,1.46,-20.21,32.17,-25.92
-0.32,-0.67,0.72,-42.60,-123.17,0.18,-20.21,32.17,-25.92
-0.32,-0.67,0.72,-42.60,-123.17,0.18,-20.21,32.17,-25.92
-0.47,-0.59,0.82,-95.83,-163.27,-0.24,-20.21,32.17,-25.92
-0.34,-0.40,0.88,-88.07,-166.32,11.54,-20.21,32.17,-25.92
-0.34,-0.40,0.88,-88.07,-166.32,11.54,-20.21,32.17,-25.92
-0.23,-0.26,0.94,-62.50,-146.73,19.17,-20.21,32.17,-25.92
-0.23,-0.26,0.94,-62.50,-146.73,19.17,-20.21,32.17,-25.92
-0.23,-0.19,1.01,-44.13,-136.47,10.99,-25.95,30.97,-21.72
-0.23,-0.19,0.98,-44.25,-134.70,-6.04,-25.95,30.97,-21.72
-0.32,-0.19,0.98,-44.25,-134.70,-6.04,-25.95,30.97,-21.72
-0.39,-0.20,0.99,-51.76,-132.75,-22.64,-25.95,30.97,-21.72
-0.39,-0.20,0.99,-51.76,-132.75,-22.64,-25.95,30.97,-21.72
-0.52,-0.25,0.94,-56.34,-131.16,-36.44,-25.95,30.97,-21.72
-0.52,-0.25,0.94,-56.34,-135.31,-46.39,-25.95,30.97,-21.72
-0.59,-0.28,0.90,-62.13,-135.31,-46.39,-25.95,30.97,-21.72
-0.56,-0.25,0.89,-75.50,-145.26,-52.92,-25.95,30.97,-21.72
-0.56,-0.25,0.89,-75.50,-145.26,-52.92,-25.95,30.97,-21.72
-0.52,-0.19,0.88,-90.70,-155.27,-62.99,-30.69,27.67,-17.47
-0.52,-0.19,0.88,-90.70,-155.27,-62.99,-30.69,27.67,-17.47
-0.53,-0.19,0.85,-97.72,-159.18,-75.81,-30.69,27.67,-17.47
-0.53,-0.18,0.86,-89.48,-153.32,-85.02,-30.69,27.67,-17.47
-0.53,-0.18,0.86,-89.48,-153.32,-85.02,-30.69,27.67,-17.47
-0.61,-0.23,0.85,-71.96,-138.49,-90.45,-30.69,27.67,-17.47
-0.61,-0.23,0.85,-71.96,-138.49,-90.45,-30.69,27.67,-17.47
-0.71,-0.29,0.84,-55.48,-123.96,-92.65,-30.69,27.67,-17.47
-0.71,-0.29,0.86,-44.80,-113.34,-91.80,-30.69,27.67,-17.47
-0.76,-0.33,0.86,-44.80,-113.34,-91.80,-30.69,27.67,-17.47
-0.75,-0.32,0.86,-34.00,-100.77,-86.98,-32.67,22.11,-12.05
-0.75,-0.32,0.86,-34.00,-100.77,-86.98,-32.67,22.11,-12.05
-0.71,-0.32,0.95,-26.49,-89.66,-81.67,-32.67,22.11,-12.05
-0.71,-0.32,0.95,2.20,-72.20,-75.68,-32.67,22.11,-12.05
-0.74,-0.33,0.85,2.20,-72.20,-75.68,-32.67,22.11,-12.05
-0.80,-0.33,0.71,37.29,-51.27,-65.73,-32.67,22.11,-12.05
-0.80,-0.33,0.71,37.29,-51.27,-65.73,-32.67,22.11,-12.05
-0.74,-0.31,0.77,22.22,-55.73,-64.21,-32.67,22.11,-12.05
-0.74,-0.31,0.77,22.22,-55.73,-68.30,-32.67,22.11,-12.05
-0.59,-0.27,0.78,0.67,-61.28,-68.30,-32.67,22.11,-12.05
-0.51,-0.25,0.77,-10.93,-58.72,-73.61,-32.14,19.08,-10.24
-0.51,-0.25,0.77,-10.93,-58.72,-73.61,-32.14,19.08,-10.24
-0.49,-0.24,0.86,-25.57,-56.34,-76.54,-32.14,19.08,-10.24
-0.49,-0.24,0.86,-25.57,-56.34,-76.54,-32.14,19.08,-10.24
-0.44,-0.21,0.90,-23.68,-43.03,-75.01,-32.14,19.08,-10.24
-0.44,-0.19,0.87,-7.26,-20.08,-69.64,-32.14,19.08,-10.24
-0.39,-0.19,0.87,-7.26,-20.08,-69.64,-32.14,19.08,-10.24
-0.40,-0.21,0.76,0.73,-0.67,-67.44,-32.14,19.08,-10.24
-0.40,-0.21,0.76,0.73,-0.67,-67.44,-32.14,19.08,-10.24
-0.35,-0.23,0.72,-7.32,4.76,-67.99,-32.14,19.08,-10.24
-0.35,-0.23,0.72,-19.35,1.59,-68.97,-29.92,16.99,-6.79
-0.36,-0.25,0.71,-19.35,1.59,-68.97,-29.92,16.99,-6.79
-0.38,-0.29,0.71,-28.69,-2.87,-68.60,-29.92,16.99,-6.79
-0.38,-0.29,0.71,-28.69,-2.87,-68.60,-29.92,16.99,-6.79
-0.38,-0.30,0.70,-31.74,-4.94,-65.86,-29.92,16.99,-6.79
-0.38,-0.30,0.70,-31.74,-4.94,-61.22,-29.92,16.99,-6.79
-0.39,-0.32,0.69,-31.19,-6.16,-61.22,-29.92,16.99,-6.79
-0.49,-0.35,0.68,-29.17,-8.48,-54.99,-29.92,16.99,-6.79
-0.49,-0.35,0.68,-29.17,-8.48,-54.99,-29.92,16.99,-6.79
-0.52,-0.32,0.69,-29.60,-13.06,-45.29,-29.92,16.99,-6.79
-0.52,-0.32,0.69,-29.60,-13.06,-45.29,-28.32,14.17,-5.43
-0.50,-0.25,0.71,-29.36,-17.88,-35.03,-28.32,14.17,-5.43
-0.53,-0.19,0.77,-35.64,-25.57,-31.07,-28.32,14.17,-5.43
-0.51,-0.19,0.77,-35.64,-25.57,-31.07,-28.32,14.17,-5.43
-0.59,-0.16,0.82,-36.93,-29.36,-31.56,-28.32,14.17,-5.43
-0.59,-0.16,0.82,-36.93,-29.36,-31.56,-28.32,14.17,-5.43
